type,theme,count,percent,percent_count,dcat_theme_new
Federal,Buildings and Construction:Building materials,8,0.011506321285256,0.01% (8),Infrastructure
Federal,Buildings and Construction:Indoor air quality,8,0.011506321285256,0.01% (8),Infrastructure
Federal,Buildings and Construction:Structural engineering,4,0.005753160642628,0.01% (4),Infrastructure
City,Business,73,0.3422088880555034,0.34% (73),"Business, Economic, and Financial"
County,Business,8,0.0734686380751216,0.07% (8),"Business, Economic, and Financial"
State,Business,107,0.3531469685468167,0.35% (107),"Business, Economic, and Financial"
City,Business & Economics,73,0.3422088880555034,0.34% (73),"Business, Economic, and Financial"
State,Business & Economy,66,0.2178289712531766,0.22% (66),"Business, Economic, and Financial"
City,Business & Economy,14,0.0656291018188636,0.07% (14),"Business, Economic, and Financial"
State,Business & Employment,5,0.0165021947919073,0.02% (5),"Business, Economic, and Financial"
State,Business Development,4,0.0132017558335258,0.01% (4),"Business, Economic, and Financial"
State,Business Finance,7,0.0231030727086702,0.02% (7),"Business, Economic, and Financial"
State,Business and Economy,76,0.2508333608369913,0.25% (76),"Business, Economic, and Financial"
City,Business and Economy,16,0.075004687792987,0.08% (16),"Business, Economic, and Financial"
City,Business and Financial,18,0.0843802737671104,0.08% (18),"Business, Economic, and Financial"
State,Business and Industry,8,0.0264035116670517,0.03% (8),"Business, Economic, and Financial"
City,"Business, Development & Housing",5,0.0234389649353084,0.02% (5),"Business, Economic, and Financial"
Federal,C3VP,6,0.008629740963942,0.01% (6),
Federal,CALIPSO,67,0.0963654407640197,0.10% (67),
Federal,CALIPSO-NVF,1,0.001438290160657,0.00% (1),
Federal,CAMEX-1,1,0.001438290160657,0.00% (1),
Federal,CAMEX-2,1,0.001438290160657,0.00% (1),
Federal,CAMEX-3,24,0.0345189638557682,0.03% (24),
Federal,CAMEX-4,43,0.0618464769082514,0.06% (43),
Federal,CAMP2Ex,17,0.0244509327311691,0.02% (17),
Federal,CAR,32,0.0460252851410243,0.05% (32),Health and Safety
Federal,CARAFE,1,0.001438290160657,0.00% (1),
Federal,CARVE,27,0.0388338343377392,0.04% (27),Health and Safety
Federal,CATS-ISS,27,0.0388338343377392,0.04% (27),
Federal,CBERA,1,0.001438290160657,0.00% (1),
Federal,CD,1,0.001438290160657,0.00% (1),
Federal,CDC,3,0.004314870481971,0.00% (3),
Federal,CDDC,10,0.0143829016065701,0.01% (10),
Federal,CERES,158,0.2272498453838077,0.23% (158),
Federal,CESIC,6,0.008629740963942,0.01% (6),
Federal,CIOSS,2,0.002876580321314,0.00% (2),
City,CIP,2,0.0093755859741233,0.01% (2),
Federal,CLAMS,5,0.007191450803285,0.01% (5),
Federal,CLASIC07,7,0.010068031124599,0.01% (7),
Federal,CLIMMIG,2,0.002876580321314,0.00% (2),
Federal,CMARE_2004,4,0.005753160642628,0.01% (4),
Federal,CMS,149,0.2143052339378946,0.21% (149),
State,COVID-19,55,0.1815241427109805,0.18% (55),Health and Safety
Federal,COVID-19,2,0.002876580321314,0.00% (2),Health and Safety
County,COVID-19,49,0.4499954082101203,0.45% (49),Health and Safety
City,COVID-19,9,0.0421901368835552,0.04% (9),Health and Safety
Federal,CPEX,11,0.0158211917672271,0.02% (11),
Federal,CPEX-AW,10,0.0143829016065701,0.01% (10),
Federal,CPEX-CV,5,0.007191450803285,0.01% (5),
Federal,CROPCLIM,2,0.002876580321314,0.00% (2),
Federal,CRV,1,0.001438290160657,0.00% (1),
Federal,CWIC,103,0.1481438865476721,0.15% (103),
Federal,CYGNSS,36,0.0517784457836524,0.05% (36),
Federal,CaPE,1,0.001438290160657,0.00% (1),
Federal,"Caldor Fire, CA",18,0.0258892228918262,0.03% (18),
Federal,California Coast - southern,11,0.0158211917672271,0.02% (11),
Federal,Cambodia - Central,1,0.001438290160657,0.00% (1),
Federal,"Cameron Highlands, Malaysia",7,0.010068031124599,0.01% (7),
Federal,"Cameron, AZ",1,0.001438290160657,0.00% (1),
Federal,"Camp Roberts, CA",7,0.010068031124599,0.01% (7),
State,"Campaign Finance, Ethics and Elections",20,0.0660087791676292,0.07% (20),
State,Campaigns & Elections,13,0.042905706458959,0.04% (13),
Federal,"Campana, Argentina",11,0.0158211917672271,0.02% (11),
Federal,"Campo del Cielo, Argentina",11,0.0158211917672271,0.02% (11),
City,Candidates for Deletion,18,0.0843802737671104,0.08% (18),
Federal,Cape Canaveral,11,0.0158211917672271,0.02% (11),
Federal,"Cape Fear River, East Fork, SC",18,0.0258892228918262,0.03% (18),
Federal,"Cape Fear River, NC",18,0.0258892228918262,0.03% (18),
Federal,"Cape Hatteras, NC",1,0.001438290160657,0.00% (1),
Federal,"Capitol Forest, WA",11,0.0158211917672271,0.02% (11),
Federal,Card Services Program,61,0.0877356998000776,0.09% (61),
Federal,Caribbean Basin Economic Recovery Act Modeling Tool,2,0.002876580321314,0.00% (2),"Business, Economic, and Financial"
Federal,"Carinda, Australia",1,0.001438290160657,0.00% (1),
Federal,"Carmel Valley, CA",11,0.0158211917672271,0.02% (11),
Federal,"Carrizozo Lava Flow, NM",1,0.001438290160657,0.00% (1),
Federal,"Casa Grande, AZ",1,0.001438290160657,0.00% (1),
Federal,"Cascade Head, OR",1,0.001438290160657,0.00% (1),
Federal,"Cascade Volcanoes, CA",18,0.0258892228918262,0.03% (18),
Federal,"Cascade Volcanoes, CA/OR/WA",18,0.0258892228918262,0.03% (18),
Federal,"Cascade Volcanoes, OR",18,0.0258892228918262,0.03% (18),
Federal,"Cascade Volcanoes, WA",18,0.0258892228918262,0.03% (18),
Federal,Case Surveillance,16,0.0230126425705121,0.02% (16),
Federal,"Cass Lake, MN",7,0.010068031124599,0.01% (7),
Federal,"Catawba River, NC",11,0.0158211917672271,0.02% (11),
Federal,"Cathedral Rapids, AK",7,0.010068031124599,0.01% (7),
Federal,"Catlow Valley, OR",11,0.0158211917672271,0.02% (11),
Federal,"Cayambe Volcano, Ecuador",18,0.0258892228918262,0.03% (18),
Federal,"Cebu, Philippines",7,0.010068031124599,0.01% (7),
Federal,Cemetery and burial data,1,0.001438290160657,0.00% (1),
City,Census,7,0.0328145509094318,0.03% (7),
State,Census & Economic,9,0.0297039506254331,0.03% (9),"Business, Economic, and Financial"
Federal,Central CA Transect,1,0.001438290160657,0.00% (1),
Federal,"Central Coast, CA",7,0.010068031124599,0.01% (7),
Federal,"Central Ice Sheet, Greenland",8,0.011506321285256,0.01% (8),
Federal,"Central San Andreas Fault, CA",18,0.0258892228918262,0.03% (18),
Federal,"Central Valley, CA",25,0.0359572540164252,0.04% (25),
Federal,"Central West Coast, FL",11,0.0158211917672271,0.02% (11),
Federal,"Cerro Azul Volcano, Chile",7,0.010068031124599,0.01% (7),
Federal,"Cerro El Condor Volcano, Argentina",18,0.0258892228918262,0.03% (18),
Federal,"Cerro Mercedario, Argentina",11,0.0158211917672271,0.02% (11),
Federal,"Cerro Negro Volcano, Colombia/Ecuador",11,0.0158211917672271,0.02% (11),
Federal,"Cerro Quisharo, Bolivia",1,0.001438290160657,0.00% (1),
Federal,"Cervantes, Australia",1,0.001438290160657,0.00% (1),
Federal,Cessation Coverage,2,0.002876580321314,0.00% (2),
Federal,Cessation Coverage ,2,0.002876580321314,0.00% (2),
Federal,"Chaiten Volcano, Chile",11,0.0158211917672271,0.02% (11),
Federal,"Channel Islands, CA",11,0.0158211917672271,0.02% (11),
Federal,"Chanthaburi, Thailand",7,0.010068031124599,0.01% (7),
Federal,"Charters, Australia",1,0.001438290160657,0.00% (1),
Federal,Chemistry,4,0.005753160642628,0.01% (4),
Federal,Chemistry: Analytical chemistry,1,0.001438290160657,0.00% (1),
Federal,Chemistry: Chemical engineering and processing,1,0.001438290160657,0.00% (1),
Federal,Chemistry: Chemical thermodynamics and chemical properties,4,0.005753160642628,0.01% (4),
Federal,Chemistry: Molecular characterization,2,0.002876580321314,0.00% (2),
Federal,Chemistry: Theoretical chemistry and modeling,2,0.002876580321314,0.00% (2),
Federal,Chemistry: Thermochemical properties,2,0.002876580321314,0.00% (2),
Federal,Chemistry:Analytical chemistry,53,0.0762293785148215,0.08% (53),
Federal,Chemistry:Chemical engineering and processing,13,0.0186977720885411,0.02% (13),
Federal,Chemistry:Chemical thermodynamics and chemical properties,26,0.0373955441770822,0.04% (26),
Federal,Chemistry:Molecular characterization,13,0.0186977720885411,0.02% (13),
Federal,Chemistry:Theoretical chemistry and modeling,19,0.0273275130524832,0.03% (19),
Federal,Chemistry:Thermochemical properties,18,0.0258892228918262,0.03% (18),
Federal,"Cheswick, Australia",1,0.001438290160657,0.00% (1),
Federal,"Chiang Mai, Thailand",7,0.010068031124599,0.01% (7),
Federal,"Chiapas, Mexico",7,0.010068031124599,0.01% (7),
Federal,"Chickasha, OK",1,0.001438290160657,0.00% (1),
Federal,"Chicxulub Impact, Mexico",7,0.010068031124599,0.01% (7),
State,Child & Adult Welfare,4,0.0132017558335258,0.01% (4),
Federal,Child Vaccinations,16,0.0230126425705121,0.02% (16),
Federal,Children's Health Insurance Program,12,0.0172594819278841,0.02% (12),Health and Safety
Federal,Chile volcano,7,0.010068031124599,0.01% (7),
Federal,"Chilean Volcanoes, Chile",18,0.0258892228918262,0.03% (18),
Federal,"Chillan Volcano, Chile",11,0.0158211917672271,0.02% (11),
Federal,"China Lake, CA",11,0.0158211917672271,0.02% (11),
Federal,Chronic Disease Indicators,2,0.002876580321314,0.00% (2),
Federal,"Chunchucmil, Mexico",7,0.010068031124599,0.01% (7),
Federal,"Churute Mangroves, Ecuador",11,0.0158211917672271,0.02% (11),
Federal,"Circumpolar Active Layer Measurement, Al",11,0.0158211917672271,0.02% (11),
Federal,Citizen Security and Law Enforcement,1,0.001438290160657,0.00% (1),
City,City Administration,28,0.1312582036377273,0.13% (28),
City,City Businesses,1,0.0046877929870616,0.00% (1),"Business, Economic, and Financial"
City,City Finance and Budget,10,0.0468779298706169,0.05% (10),
City,City Government,1104,5.175323457716107,5.18% (1104),"Public Service, Politics, and Governance"
City,City Infrastructure,65,0.3047065441590099,0.30% (65),Infrastructure
City,City Infrastructure & Service Requests,111,0.5203450215638478,0.52% (111),Infrastructure
City,City Management and Ethics,7,0.0328145509094318,0.03% (7),
City,City Manager,16,0.075004687792987,0.08% (16),
City,City Performance Metrics,2,0.0093755859741233,0.01% (2),
City,City Services,47,0.2203262703918994,0.22% (47),
City,Citywide,1,0.0046877929870616,0.00% (1),
Federal,Civil Society,10,0.0143829016065701,0.01% (10),
Federal,"Clearlake, CA",11,0.0158211917672271,0.02% (11),
Federal,Climate,19,0.0273275130524832,0.03% (19),
Federal,Climate Change - Adaptation,6,0.008629740963942,0.01% (6),
Federal,Climate Change - Clean Energy,4,0.005753160642628,0.01% (4),"Natural Resources, Energy, and the Environment"
Federal,Climate Change - Sustainable Landscapes,3,0.004314870481971,0.00% (3),
Federal,"Coastal Redwoods, CA",11,0.0158211917672271,0.02% (11),
Federal,"Cochise County, AZ",18,0.0258892228918262,0.03% (18),
Federal,"Colbinabbin, Victoria",1,0.001438290160657,0.00% (1),
Federal,Coldfoot Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,Colleges/Universities,16,0.0230126425705121,0.02% (16),Education
Federal,"Collier County, FL",1,0.001438290160657,0.00% (1),
Federal,Colombia/Peru Border,1,0.001438290160657,0.00% (1),
Federal,"Colorado Front Range, CO",8,0.011506321285256,0.01% (8),
Federal,"Colorado River, CA/AZ",7,0.010068031124599,0.01% (7),
Federal,"Colorado River, TX",18,0.0258892228918262,0.03% (18),
Federal,Columbia,2,0.002876580321314,0.00% (2),
Federal,"Columbia Bottoms, MO",1,0.001438290160657,0.00% (1),
Federal,"Columbia Glacier, AK",7,0.010068031124599,0.01% (7),
Federal,Common Language Database,1,0.001438290160657,0.00% (1),
State,Communications,1,0.0033004389583814,0.00% (1),
City,Communications and Community Outreach,4,0.0187511719482467,0.02% (4),
State,Communities & Commerce,3,0.0099013168751443,0.01% (3),"Business, Economic, and Financial"
Federal,Community,75,0.1078717620492758,0.11% (75),
State,Community,127,0.419155747714446,0.42% (127),
City,Community,167,0.7828614288393024,0.78% (167),
County,Community,9,0.0826522178345118,0.08% (9),
State,Community & Adult Ed,1,0.0033004389583814,0.00% (1),
City,Community & Economic Development,154,0.7219201200075005,0.72% (154),"Business, Economic, and Financial"
State,Community Demographics,53,0.1749232647942176,0.17% (53),
State,Community Development,13,0.042905706458959,0.04% (13),
City,Community Safety and Well-Being,10,0.0468779298706169,0.05% (10),Health and Safety
City,Community Services,15,0.0703168948059253,0.07% (15),
County,Community/Recreation,43,0.394893929653779,0.39% (43),
Federal,Compensation Data on Veterans,1,0.001438290160657,0.00% (1),
Federal,Compensation and Pension,1,0.001438290160657,0.00% (1),
Federal,Compensation and Pension Recipient by County,2,0.002876580321314,0.00% (2),
Federal,Compensation and Pension by County,1,0.001438290160657,0.00% (1),
Federal,Completed Appointments,1,0.001438290160657,0.00% (1),
Federal,Composition and structure,2,0.002876580321314,0.00% (2),
Federal,Conflict Mitigation and Stabilization,19,0.0273275130524832,0.03% (19),
Federal,"Congaree River at Lake Marion, SC",18,0.0258892228918262,0.03% (18),
Federal,Congressional districts,4,0.005753160642628,0.01% (4),
Federal,"Connolly, Australia",7,0.010068031124599,0.01% (7),
State,Conservation,1,0.0033004389583814,0.00% (1),
State,Conservation & Restoration,7,0.0231030727086702,0.02% (7),
City,Construction,14,0.0656291018188636,0.07% (14),Infrastructure
Federal,Construction Project Management,5,0.007191450803285,0.01% (5),Infrastructure
Federal,Construction Project Management Information,1,0.001438290160657,0.00% (1),Infrastructure
Federal,Construction Project Standards and Management Information,1,0.001438290160657,0.00% (1),Infrastructure
Federal,Consumer,2,0.002876580321314,0.00% (2),
Federal,Consumer Health,5,0.007191450803285,0.01% (5),Health and Safety
State,Consumer Protection,22,0.0726096570843922,0.07% (22),
County,Consumer/Housing,16,0.1469372761502433,0.15% (16),
Federal,Contextualization of Care,1,0.001438290160657,0.00% (1),
Federal,Contracting,1,0.001438290160657,0.00% (1),
City,Contracts,1,0.0046877929870616,0.00% (1),
Federal,Contracts,2,0.002876580321314,0.00% (2),
Federal,"Copahue Volcano, Chile",18,0.0258892228918262,0.03% (18),
Federal,"Copan, Honduras",11,0.0158211917672271,0.02% (11),
Federal,"Corcovado National Park, Costa Rica",18,0.0258892228918262,0.03% (18),
Federal,"Cordillera Darwin, Chile",7,0.010068031124599,0.01% (7),
Federal,"Cordillera Real, Bolivia",8,0.011506321285256,0.01% (8),
Federal,"Cordoba Province, Argentina",11,0.0158211917672271,0.02% (11),
Federal,"Cordon del Azufre Volcano, Chile/Argenti",18,0.0258892228918262,0.03% (18),
Federal,"Coropuna Volcano, Peru",11,0.0158211917672271,0.02% (11),
Federal,Corporate Management,1,0.001438290160657,0.00% (1),
State,Correctional System,31,0.1023136077098254,0.10% (31),
Federal,"Corvallis, OR",7,0.010068031124599,0.01% (7),
Federal,Costa Rica,7,0.010068031124599,0.01% (7),
Federal,Costa Rica Volcanoes,7,0.010068031124599,0.01% (7),
Federal,"Cotopaxi Volcano, Ecuador",11,0.0158211917672271,0.02% (11),
Federal,Council NGEE Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,Counter‐Terrorism,12,0.0172594819278841,0.02% (12),
Federal,Countries,1,0.001438290160657,0.00% (1),
State,County,99,0.326743456879765,0.33% (99),
County,County Operations,17,0.1561208559096335,0.16% (17),
Federal,County Transportation Statistics,4,0.005753160642628,0.01% (4),Transportation
State,Courts,2,0.0066008779167629,0.01% (2),
County,Courts,48,0.4408118284507301,0.44% (48),
Federal,Courts,2,0.002876580321314,0.00% (2),
State,Covid 19,37,0.1221162414601141,0.12% (37),Health and Safety
Federal,"Coweeta, NC",11,0.0158211917672271,0.02% (11),
Federal,"Cowley Beach, Australia",1,0.001438290160657,0.00% (1),
State,Crashes,2,0.0066008779167629,0.01% (2),
Federal,"Crater Lake, OR",7,0.010068031124599,0.01% (7),
Federal,"Craters of the Moon, ID",7,0.010068031124599,0.01% (7),
City,Crime,15,0.0703168948059253,0.07% (15),
Federal,"Croatan National Forest, NC",18,0.0258892228918262,0.03% (18),
Federal,Cryptography,2,0.002876580321314,0.00% (2),
Federal,Cucumbers,1,0.001438290160657,0.00% (1),
State,Culture and Community,60,0.1980263375028879,0.20% (60),
City,Culture and Recreation,23,0.1078192387024188,0.11% (23),
State,Culture and Recreation,9,0.0297039506254331,0.03% (9),
City,"Culture, Heritage",4,0.0187511719482467,0.02% (4),
Federal,"Cumbal Volcano, Colombia",11,0.0158211917672271,0.02% (11),
Federal,"Cunnamulla, Australia",7,0.010068031124599,0.01% (7),
Federal,"Cusick, WA",1,0.001438290160657,0.00% (1),
City,Customer Service,2,0.0093755859741233,0.01% (2),
Federal,DC3,19,0.0273275130524832,0.03% (19),
Federal,DCOTSS,5,0.007191450803285,0.01% (5),
Federal,DEDC,1,0.001438290160657,0.00% (1),
Federal,DEVOTE,5,0.007191450803285,0.01% (5),
Federal,DISCOVER,38,0.0546550261049664,0.05% (38),
Federal,DISCOVER-AQ,78,0.1121866325312468,0.11% (78),
Federal,DODS,23,0.0330806736951112,0.03% (23),
Federal,DSCOVR,23,0.0330806736951112,0.03% (23),
Federal,"Daintree, Australia",8,0.011506321285256,0.01% (8),
Federal,"Dallas, TX",8,0.011506321285256,0.01% (8),
Federal,"Daly River, Australia",7,0.010068031124599,0.01% (7),
Federal,"Darien National Park, Panama",7,0.010068031124599,0.01% (7),
Federal,"Daring Lake, Canada",18,0.0258892228918262,0.03% (18),
Federal,"Darwin, Australia",1,0.001438290160657,0.00% (1),
Federal,Data Centers,1,0.001438290160657,0.00% (1),
Federal,Data Systems,2,0.002876580321314,0.00% (2),
Federal,Data Use Agreements,1,0.001438290160657,0.00% (1),
Federal,Data metrics,1,0.001438290160657,0.00% (1),
Federal,Data on Minority Veterans,1,0.001438290160657,0.00% (1),
Federal,Data on Veterans,3,0.004314870481971,0.00% (3),
Federal,Data on Veterans Survey,1,0.001438290160657,0.00% (1),
Federal,Data on Women Veterans,1,0.001438290160657,0.00% (1),
State,Data privacy & security guidance,2,0.0066008779167629,0.01% (2),
Federal,Data-BrokerDealers,1,0.001438290160657,0.00% (1),
Federal,Data-Enforcement,1,0.001438290160657,0.00% (1),
Federal,Data-MarketStructure,7,0.010068031124599,0.01% (7),
Federal,Data-Other,9,0.0129446114459131,0.01% (9),
Federal,Data.gov Site,1,0.001438290160657,0.00% (1),
State,Data.wa.gov Administration ,16,0.0528070233341034,0.05% (16),
Federal,Datasets download metrics,1,0.001438290160657,0.00% (1),
Federal,Datasets uploaded,1,0.001438290160657,0.00% (1),
Federal,"Davao, Philippines",1,0.001438290160657,0.00% (1),
Federal,"Davis, CA",1,0.001438290160657,0.00% (1),
City,Day Labor Center,1,0.0046877929870616,0.00% (1),
Federal,Daymet,6,0.008629740963942,0.01% (6),
Federal,Deadhorse Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,"Death Valley, CA",1,0.001438290160657,0.00% (1),
Federal,Delta Junction Greeley,18,0.0258892228918262,0.03% (18),
Federal,Delta Junction NEON site,18,0.0258892228918262,0.03% (18),
Federal,Delta Junction to Fairbanks,18,0.0258892228918262,0.03% (18),
Federal,"Delta Junction, Alaska",11,0.0158211917672271,0.02% (11),
Federal,Delta-X,57,0.0819825391574496,0.08% (57),
Federal,"Democracy, Human Rights and Governance",20,0.0287658032131402,0.03% (20),"Public Service, Politics, and Governance"
State,Demographic,41,0.13531799729364,0.14% (41),
State,Demographics,143,0.4719627710485495,0.47% (143),
City,Demographics,24,0.1125070316894805,0.11% (24),
County,Demographics,3,0.0275507392781706,0.03% (3),
Federal,Demographics,42,0.0604081867475944,0.06% (42),
Federal,Dempster Highway Fort McPherson,18,0.0258892228918262,0.03% (18),
Federal,"Denali NEON EML, Alaska",18,0.0258892228918262,0.03% (18),
Federal,"Denali National Park, AK",7,0.010068031124599,0.01% (7),
Federal,"Denali, Alaska",11,0.0158211917672271,0.02% (11),
Federal,"Denver, CO",8,0.011506321285256,0.01% (8),
State,Dept of Health,2,0.0066008779167629,0.01% (2),Health and Safety
State,Dept of Human Services,1,0.0033004389583814,0.00% (1),
State,Dept of Natural Resources,2,0.0066008779167629,0.01% (2),"Natural Resources, Energy, and the Environment"
State,Dept of Workforce Services,34,0.1122149245849698,0.11% (34),
Federal,"Descabezado Grande Volcano, Chile",11,0.0158211917672271,0.02% (11),
Federal,"Desembocadura, Centro, Nacimiento, Panam",11,0.0158211917672271,0.02% (11),
City,Development,3,0.014063378961185,0.01% (3),
City,Development & Infrastructure,3,0.014063378961185,0.01% (3),Infrastructure
Federal,"Dietrich Valley, AK",7,0.010068031124599,0.01% (7),
Federal,Directory,1,0.001438290160657,0.00% (1),
Federal,Disability & Health,2,0.002876580321314,0.00% (2),Health and Safety
Federal,Disability Compensation,1,0.001438290160657,0.00% (1),
Federal,Disaster	Readiness,7,0.010068031124599,0.01% (7),
Federal,Disaster Readiness,2,0.002876580321314,0.00% (2),
Federal,Disasters,1,0.001438290160657,0.00% (1),
Federal,Discovery,2,0.002876580321314,0.00% (2),
Federal,Dominican Republic,18,0.0258892228918262,0.03% (18),
Federal,"Dona Juana Volcano, Colombia",11,0.0158211917672271,0.02% (11),
Federal,"Donner Memorial State Park, CA",18,0.0258892228918262,0.03% (18),
Federal,"Dot Lake, AK",7,0.010068031124599,0.01% (7),
Federal,Drug Pricing and Payment,24,0.0345189638557682,0.03% (24),
Federal,Drugs and Chemicals,15,0.0215743524098551,0.02% (15),
Federal,"Drum Mountain, UT",1,0.001438290160657,0.00% (1),
Federal,"Duarte, CA",11,0.0158211917672271,0.02% (11),
Federal,"Duke Forest, NC",19,0.0273275130524832,0.03% (19),
Federal,"Dumont Dunes, CA",1,0.001438290160657,0.00% (1),
Federal,"Dungun, Malaysia",7,0.010068031124599,0.01% (7),
Federal,Dynamic Gravity Dataset,3,0.004314870481971,0.00% (3),
Federal,ECCO,90,0.1294461144591309,0.13% (90),
Federal,ECOSTRESS,21,0.0302040933737972,0.03% (21),
Federal,ELTA,2,0.002876580321314,0.00% (2),
Federal,EMIT,5,0.007191450803285,0.01% (5),
Federal,ENERGY,2,0.002876580321314,0.00% (2),"Natural Resources, Energy, and the Environment"
Federal,EOS,51,0.0733527981935075,0.07% (51),
Federal,EOS LAND VAL,7,0.010068031124599,0.01% (7),
Federal,EOSDIS,49,0.0704762178721935,0.07% (49),
Federal,EPI,9,0.0129446114459131,0.01% (9),
Federal,EPOCH,4,0.005753160642628,0.01% (4),
Federal,ERBE,35,0.0503401556229953,0.05% (35),
Federal,ERBE MEaSUREs,4,0.005753160642628,0.01% (4),
Federal,ESDIS,3,0.004314870481971,0.00% (3),
Federal,ESI,4,0.005753160642628,0.01% (4),
Federal,ESIP,33,0.0474635753016813,0.05% (33),
State,Early Education,2,0.0066008779167629,0.01% (2),Education
State,Early childhood,2,0.0066008779167629,0.01% (2),
Federal,Earth Science,10297,14.81007378428524,14.81% (10297),
Federal,"East Central Coast, LA",18,0.0258892228918262,0.03% (18),
Federal,"East Peace-Athabasca Delta, Canada",18,0.0258892228918262,0.03% (18),
Federal,"East Terrebonne Basin, LA",11,0.0158211917672271,0.02% (11),
Federal,"Eastern Coast, TX",18,0.0258892228918262,0.03% (18),
Federal,"Eastern Mojave, CA",8,0.011506321285256,0.01% (8),
City,Economic Development,28,0.1312582036377273,0.13% (28),"Business, Economic, and Financial"
County,Economic Development,17,0.1561208559096335,0.16% (17),"Business, Economic, and Financial"
State,Economic Development,176,0.5808772566751378,0.58% (176),"Business, Economic, and Financial"
Federal,Economic Growth,112,0.1610884979935852,0.16% (112),"Business, Economic, and Financial"
City,Economic Growth,3,0.014063378961185,0.01% (3),"Business, Economic, and Financial"
State,Economic Growth,3,0.0099013168751443,0.01% (3),"Business, Economic, and Financial"
Federal,Economic Impact of Trade Agreements,1,0.001438290160657,0.00% (1),"Business, Economic, and Financial"
Federal,Economic International Trade Seminars,1,0.001438290160657,0.00% (1),"Business, Economic, and Financial"
State,Economic Statistics,40,0.1320175583352585,0.13% (40),"Business, Economic, and Financial"
State,Economic Supports,2,0.0066008779167629,0.01% (2),"Business, Economic, and Financial"
State,Economics,38,0.1254166804184956,0.13% (38),"Business, Economic, and Financial"
State,Economy,81,0.2673355556288986,0.27% (81),"Business, Economic, and Financial"
County,Economy,19,0.174488015428414,0.17% (19),"Business, Economic, and Financial"
City,Economy,10,0.0468779298706169,0.05% (10),"Business, Economic, and Financial"
City,Economy and Community,1,0.0046877929870616,0.00% (1),"Business, Economic, and Financial"
State,Economy and Demographics,425,1.4026865573121226,1.40% (425),"Business, Economic, and Financial"
City,Economy and Workforce,36,0.1687605475342209,0.17% (36),"Business, Economic, and Financial"
City,"Economy, Business, SME, Economic development, Employment",2,0.0093755859741233,0.01% (2),"Business, Economic, and Financial"
Federal,Editions of the Harmonized Tariff Schedule of the United States Annotated (HTS),1,0.001438290160657,0.00% (1),Education
City,Education,1377,6.455090943183948,6.46% (1377),Education
Federal,Education,4,0.005753160642628,0.01% (4),Education
County,Education,38,0.348976030856828,0.35% (38),Education
State,Education,1315,4.340077230271626,4.34% (1315),Education
Federal,Education Service Rates for Various Education Benefits Programs,1,0.001438290160657,0.00% (1),Education
Federal,Education and Social Services,14,0.0201360622491981,0.02% (14),Education
City,Education and Workforce Development,3,0.014063378961185,0.01% (3),Education
State,"Education, Training, Research, Teaching",1,0.0033004389583814,0.00% (1),Education
City,"Education, Training, Research, Teaching",4,0.0187511719482467,0.02% (4),Education
Federal,"Education,""Science and Engineering Workforce""",2,0.002876580321314,0.00% (2),Education
City,Education/Youth/Family,4,0.0187511719482467,0.02% (4),Education
Federal,"Eel River, CA",18,0.0258892228918262,0.03% (18),
City,Efficient Service Delivery,21,0.0984436527282955,0.10% (21),
Federal,"El Misti Volcano, Peru",18,0.0258892228918262,0.03% (18),
Federal,"El Paso - SE, TX",1,0.001438290160657,0.00% (1),
Federal,"El Paso - west, TX/NM",1,0.001438290160657,0.00% (1),
Federal,"El Paso, TX",7,0.010068031124599,0.01% (7),
Federal,"El Plan, Mexico/Guatemala",1,0.001438290160657,0.00% (1),
Federal,El Salvador Volcanoes,18,0.0258892228918262,0.03% (18),
Federal,"Eldorado National Forest, CA",18,0.0258892228918262,0.03% (18),
State,Elections,31,0.1023136077098254,0.10% (31),
County,Elections,18,0.1653044356690237,0.17% (18),
City,Elections,5,0.0234389649353084,0.02% (5),
City,Elections & Campaign,66,0.3093943371460716,0.31% (66),
City,Elections & Politics,13,0.0609413088318019,0.06% (13),"Public Service, Politics, and Governance"
City,"Elections, Politics",4,0.0187511719482467,0.02% (4),"Public Service, Politics, and Governance"
Federal,Electronics,2,0.002876580321314,0.00% (2),
Federal,Electronics: Optoelectronics,1,0.001438290160657,0.00% (1),
Federal,Electronics: Semiconductors,1,0.001438290160657,0.00% (1),
Federal,Electronics: Thin-film electronics,1,0.001438290160657,0.00% (1),
Federal,Electronics:Electromagnetics,18,0.0258892228918262,0.03% (18),
Federal,Electronics:Magnetoelectronics,1,0.001438290160657,0.00% (1),
Federal,Electronics:Optoelectronics,2,0.002876580321314,0.00% (2),
Federal,Electronics:Organic electronics,2,0.002876580321314,0.00% (2),
Federal,Electronics:Semiconductors,7,0.010068031124599,0.01% (7),
Federal,Electronics:Sensors,9,0.0129446114459131,0.01% (9),
Federal,Electronics:Superconducting electronics,7,0.010068031124599,0.01% (7),
Federal,Electronics:Thin-film electronics,3,0.004314870481971,0.00% (3),
Federal,Elementary/Secondary,2,0.002876580321314,0.00% (2),"Business, Economic, and Financial"
State,Elevation,3,0.0099013168751443,0.01% (3),
Federal,Eligibility,4,0.005753160642628,0.01% (4),
Federal,"Ellery Creek, Australia",7,0.010068031124599,0.01% (7),
